id,occurrenceID,collectionCode,basisOfRecord,recordedBy,individualCount,sex,lifeStage,behavior,occurrenceStatus,occurrenceRemarks,scientificName,kingdom,phylum,class,order,taxonRank,vernacularName,nomenclaturalCode
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666854,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666855,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666862,meetnetten,HumanObservation,https://meetnetten.be,26,unknown,adult,present,present,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666863,meetnetten,HumanObservation,https://meetnetten.be,3,unknown,adult,copula,present,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666864,meetnetten,HumanObservation,https://meetnetten.be,2,unknown,adult,present,present,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666865,meetnetten,HumanObservation,https://meetnetten.be,3,unknown,adult,present,present,casual observation,Libellula quadrimaculata,Animalia,Arthropoda,Insecta,Odonata,species,Viervlek,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666866,meetnetten,HumanObservation,https://meetnetten.be,1,unknown,adult,copula,present,casual observation,Libellula quadrimaculata,Animalia,Arthropoda,Insecta,Odonata,species,Viervlek,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666867,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,present,present,casual observation,Libellula depressa,Animalia,Arthropoda,Insecta,Odonata,species,Platbuik,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666856,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666857,meetnetten,HumanObservation,https://meetnetten.be,70,male,adult,present,present,casual observation,Enallagma cyathigerum,Animalia,Arthropoda,Insecta,Odonata,species,Watersnuffel,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666858,meetnetten,HumanObservation,https://meetnetten.be,16,female,adult,present,present,casual observation,Enallagma cyathigerum,Animalia,Arthropoda,Insecta,Odonata,species,Watersnuffel,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666859,meetnetten,HumanObservation,https://meetnetten.be,1,unknown,imago,present,present,casual observation,Enallagma cyathigerum,Animalia,Arthropoda,Insecta,Odonata,species,Watersnuffel,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666860,meetnetten,HumanObservation,https://meetnetten.be,5,unknown,adult,copula,present,casual observation,Enallagma cyathigerum,Animalia,Arthropoda,Insecta,Odonata,species,Watersnuffel,ICZN
INBO:MEETNET:EVENT:200111,INBO:MEETNET:OCC:0666861,meetnetten,HumanObservation,https://meetnetten.be,2,male,adult,present,present,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
INBO:MEETNET:EVENT:236383,INBO:MEETNET:OCC:0770720,meetnetten,HumanObservation,https://meetnetten.be,44,male,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:236383,INBO:MEETNET:OCC:0770721,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:236383,INBO:MEETNET:OCC:0770722,meetnetten,HumanObservation,https://meetnetten.be,1,unknown,adult,copula,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:236383,INBO:MEETNET:OCC:0770723,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:236383,INBO:MEETNET:OCC:0770724,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:236383,INBO:MEETNET:OCC:0770725,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:236383,INBO:MEETNET:OCC:0770726,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:006792,INBO:MEETNET:OCC:0124986,meetnetten,HumanObservation,https://meetnetten.be,76,male,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:006792,INBO:MEETNET:OCC:0124987,meetnetten,HumanObservation,https://meetnetten.be,22,female,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:006792,INBO:MEETNET:OCC:0124988,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:006792,INBO:MEETNET:OCC:0124989,meetnetten,HumanObservation,https://meetnetten.be,1,unknown,imago,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:006792,INBO:MEETNET:OCC:0124990,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:006792,INBO:MEETNET:OCC:0124991,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:006792,INBO:MEETNET:OCC:0124992,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007693,INBO:MEETNET:OCC:0131498,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007693,INBO:MEETNET:OCC:0131499,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007693,INBO:MEETNET:OCC:0131500,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007693,INBO:MEETNET:OCC:0131501,meetnetten,HumanObservation,https://meetnetten.be,1,unknown,adult,present,present,casual observation,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:007693,INBO:MEETNET:OCC:0131493,meetnetten,HumanObservation,https://meetnetten.be,2,male,adult,present,present,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
INBO:MEETNET:EVENT:007693,INBO:MEETNET:OCC:0131494,meetnetten,HumanObservation,https://meetnetten.be,16,male,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007693,INBO:MEETNET:OCC:0131495,meetnetten,HumanObservation,https://meetnetten.be,4,female,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007693,INBO:MEETNET:OCC:0131496,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007693,INBO:MEETNET:OCC:0131497,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:189257,INBO:MEETNET:OCC:0621234,meetnetten,HumanObservation,https://meetnetten.be,7,unknown,adult,present,present,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:189257,INBO:MEETNET:OCC:0621235,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:189257,INBO:MEETNET:OCC:0621236,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:189257,INBO:MEETNET:OCC:0621237,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:189257,INBO:MEETNET:OCC:0621238,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:189257,INBO:MEETNET:OCC:0621239,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:189257,INBO:MEETNET:OCC:0621240,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:288557,INBO:MEETNET:OCC:0931359,meetnetten,HumanObservation,https://meetnetten.be,2,male,adult,present,present,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:288557,INBO:MEETNET:OCC:0931360,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:288557,INBO:MEETNET:OCC:0931361,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:288557,INBO:MEETNET:OCC:0931362,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:288557,INBO:MEETNET:OCC:0931363,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:288557,INBO:MEETNET:OCC:0931364,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:288557,INBO:MEETNET:OCC:0931365,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129957,meetnetten,HumanObservation,https://meetnetten.be,1,male,adult,present,present,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129958,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129959,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129960,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129961,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129962,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0130005,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129999,meetnetten,HumanObservation,https://meetnetten.be,4,male,adult,present,present,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0130000,meetnetten,HumanObservation,https://meetnetten.be,2,female,adult,present,present,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0130001,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0130002,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0130003,meetnetten,HumanObservation,https://meetnetten.be,1,unknown,adult,copula,present,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0130004,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129993,meetnetten,HumanObservation,https://meetnetten.be,3,female,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129994,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129995,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129996,meetnetten,HumanObservation,https://meetnetten.be,1,unknown,adult,copula,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129997,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129998,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129987,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Libellula quadrimaculata,Animalia,Arthropoda,Insecta,Odonata,species,Viervlek,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129988,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Libellula quadrimaculata,Animalia,Arthropoda,Insecta,Odonata,species,Viervlek,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129989,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Libellula quadrimaculata,Animalia,Arthropoda,Insecta,Odonata,species,Viervlek,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129990,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Libellula quadrimaculata,Animalia,Arthropoda,Insecta,Odonata,species,Viervlek,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129991,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Libellula quadrimaculata,Animalia,Arthropoda,Insecta,Odonata,species,Viervlek,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129992,meetnetten,HumanObservation,https://meetnetten.be,11,male,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129981,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129982,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129983,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129984,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129985,meetnetten,HumanObservation,https://meetnetten.be,2,male,adult,present,present,casual observation,Libellula quadrimaculata,Animalia,Arthropoda,Insecta,Odonata,species,Viervlek,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129986,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,present,present,casual observation,Libellula quadrimaculata,Animalia,Arthropoda,Insecta,Odonata,species,Viervlek,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129975,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129976,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,egg laying,present,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129977,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129978,meetnetten,HumanObservation,https://meetnetten.be,1,male,adult,present,present,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129979,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129980,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Brachytron pratense,Animalia,Arthropoda,Insecta,Odonata,species,Glassnijder,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129969,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129970,meetnetten,HumanObservation,https://meetnetten.be,2,unknown,exuviae,present,present,casual observation,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129971,meetnetten,HumanObservation,https://meetnetten.be,1,male,adult,present,present,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129972,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,present,present,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129973,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129974,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Anax imperator,Animalia,Arthropoda,Insecta,Odonata,species,Grote keizerlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129963,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Cordulia aenea,Animalia,Arthropoda,Insecta,Odonata,species,Smaragdlibel,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129964,meetnetten,HumanObservation,https://meetnetten.be,5,male,adult,present,present,casual observation,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129965,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,present,present,casual observation,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129966,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129967,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:007567,INBO:MEETNET:OCC:0129968,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
INBO:MEETNET:EVENT:012179,INBO:MEETNET:OCC:0157518,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,present,present,casual observation,Crocothemis erythraea,Animalia,Arthropoda,Insecta,Odonata,species,Vuurlibel,ICZN
INBO:MEETNET:EVENT:012179,INBO:MEETNET:OCC:0157519,meetnetten,HumanObservation,https://meetnetten.be,1,male,adult,present,present,casual observation,Platycnemis pennipes,Animalia,Arthropoda,Insecta,Odonata,species,Blauwe breedscheenjuffer,ICZN
INBO:MEETNET:EVENT:012179,INBO:MEETNET:OCC:0157520,meetnetten,HumanObservation,https://meetnetten.be,1,unknown,adult,present,present,casual observation,Pyrrhosoma nymphula,Animalia,Arthropoda,Insecta,Odonata,species,Vuurjuffer,ICZN
INBO:MEETNET:EVENT:012179,INBO:MEETNET:OCC:0157521,meetnetten,HumanObservation,https://meetnetten.be,2,male,adult,present,present,casual observation,Erythromma najas,Animalia,Arthropoda,Insecta,Odonata,species,Grote roodoogjuffer,ICZN
INBO:MEETNET:EVENT:012179,INBO:MEETNET:OCC:0157522,meetnetten,HumanObservation,https://meetnetten.be,5,male,adult,present,present,casual observation,Ischnura elegans,Animalia,Arthropoda,Insecta,Odonata,species,Lantaarntje,ICZN
INBO:MEETNET:EVENT:012179,INBO:MEETNET:OCC:0157523,meetnetten,HumanObservation,https://meetnetten.be,2,unknown,adult,copula,present,casual observation,Ischnura elegans,Animalia,Arthropoda,Insecta,Odonata,species,Lantaarntje,ICZN
INBO:MEETNET:EVENT:012179,INBO:MEETNET:OCC:0157536,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:012179,INBO:MEETNET:OCC:0157537,meetnetten,HumanObservation,https://meetnetten.be,4,male,adult,present,present,casual observation,Orthetrum cancellatum,Animalia,Arthropoda,Insecta,Odonata,species,Gewone oeverlibel,ICZN
INBO:MEETNET:EVENT:012179,INBO:MEETNET:OCC:0157530,meetnetten,HumanObservation,https://meetnetten.be,2,male,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
INBO:MEETNET:EVENT:012179,INBO:MEETNET:OCC:0157531,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
